,HOSPCODE
6285,77.0
6286,77.0
6287,77.0
6288,77.0
6289,77.0
6290,77.0
6291,77.0
6292,77.0
6293,77.0
6294,77.0
6295,77.0
6296,77.0
6297,77.0
6298,77.0
6299,77.0
6300,77.0
6301,77.0
6302,77.0
6303,77.0
6304,77.0
6305,77.0
6306,77.0
6307,77.0
6308,77.0
6309,77.0
6310,77.0
6311,77.0
6312,77.0
6313,77.0
6314,77.0
6315,77.0
6316,77.0
6317,77.0
6318,77.0
6319,77.0
6320,77.0
6321,77.0
6322,77.0
6323,77.0
6324,77.0
6325,77.0
6326,77.0
6327,77.0
6328,77.0
6329,77.0
6330,77.0
6331,77.0
6332,77.0
6333,77.0
6334,77.0
6335,77.0
6336,77.0
6337,77.0
6338,77.0
6339,77.0
6340,77.0
6341,77.0
6342,77.0
6343,77.0
6344,77.0
6345,77.0
6346,77.0
6347,77.0
6348,77.0
6349,77.0
6350,77.0
6351,77.0
6352,77.0
6353,77.0
6354,77.0
6355,77.0
6356,77.0
6357,77.0
6358,77.0
6359,77.0
6360,77.0
6361,77.0
6362,77.0
6363,77.0
6364,77.0
6365,77.0
6366,77.0
6367,77.0
6368,77.0
6369,77.0
6370,77.0
6371,77.0
6372,77.0
6373,77.0
6374,77.0
6375,77.0
6376,77.0
6377,77.0
6378,77.0
6379,77.0
6380,77.0
6381,77.0
6382,77.0
6383,77.0
6384,77.0
6385,77.0
6386,77.0
6387,78.0
6388,78.0
6389,78.0
6390,78.0
6391,78.0
6392,78.0
6393,78.0
6394,78.0
6395,78.0
6396,78.0
6397,78.0
6398,78.0
6399,78.0
6400,78.0
6401,78.0
6402,78.0
6403,78.0
6404,78.0
6405,78.0
6406,78.0
6407,78.0
6408,78.0
6409,78.0
6410,78.0
6411,78.0
6412,78.0
6413,78.0
6414,78.0
6415,78.0
6416,78.0
6417,78.0
6418,78.0
6419,78.0
6420,78.0
6421,78.0
6422,78.0
6423,78.0
6424,78.0
6425,78.0
6426,78.0
6427,78.0
6428,78.0
6429,78.0
6430,78.0
6431,78.0
6432,78.0
6433,78.0
6434,78.0
6435,78.0
6436,78.0
6437,78.0
6438,78.0
6439,78.0
6440,78.0
6441,78.0
6442,78.0
6443,78.0
6444,78.0
6445,78.0
6446,78.0
6447,78.0
6448,78.0
6449,78.0
6450,78.0
6451,78.0
6452,78.0
6453,78.0
6454,78.0
6455,78.0
6456,78.0
6457,78.0
6458,78.0
6459,78.0
6460,78.0
6461,78.0
6462,78.0
6463,78.0
6464,78.0
6465,78.0
6466,78.0
6467,78.0
6468,78.0
6469,78.0
6470,78.0
6471,78.0
6472,78.0
6473,78.0
6474,78.0
6475,78.0
6476,78.0
6477,78.0
6478,78.0
6479,78.0
6480,78.0
6481,78.0
6482,78.0
6483,78.0
6484,78.0
6485,78.0
6486,78.0
6487,78.0
6488,78.0
6489,78.0
6490,78.0
6491,78.0
6492,78.0
6493,78.0
6494,78.0
6495,78.0
6496,79.0
6497,79.0
6498,79.0
6499,79.0
6500,79.0
6501,79.0
6502,79.0
6503,79.0
6504,79.0
6505,79.0
6506,79.0
6507,79.0
6508,79.0
6509,79.0
6510,79.0
6511,79.0
6512,79.0
6513,79.0
6514,79.0
6515,79.0
6516,79.0
6517,79.0
6518,79.0
6519,79.0
6520,79.0
6521,79.0
6522,79.0
6523,79.0
6524,79.0
6525,79.0
6526,79.0
6527,79.0
6528,79.0
6529,79.0
6530,79.0
6531,79.0
6532,79.0
6533,79.0
6534,79.0
6535,79.0
6536,79.0
6537,79.0
6538,79.0
6539,79.0
6540,79.0
6541,79.0
6542,79.0
6543,79.0
6544,79.0
6545,79.0
6546,79.0
6547,79.0
6548,79.0
6549,79.0
6550,79.0
6551,79.0
6552,79.0
6553,79.0
6554,79.0
6555,79.0
6556,79.0
6557,79.0
6558,79.0
6559,79.0
6560,79.0
6561,79.0
6562,79.0
6563,79.0
6564,79.0
6565,79.0
6566,79.0
6567,79.0
6568,79.0
6569,79.0
6570,79.0
6571,79.0
6572,79.0
6573,79.0
6574,79.0
6575,79.0
6576,79.0
6577,79.0
6578,79.0
6579,79.0
6580,79.0
6581,79.0
6582,79.0
6583,79.0
6584,79.0
6585,79.0
6586,79.0
6587,79.0
6588,79.0
6589,79.0
6590,80.0
6591,80.0
6592,80.0
6593,80.0
6594,80.0
6595,80.0
6596,80.0
6597,80.0
6598,80.0
6599,80.0
6600,80.0
6601,80.0
6602,80.0
6603,80.0
6604,80.0
6605,80.0
6606,80.0
6607,80.0
6608,80.0
6609,80.0
6610,80.0
6611,80.0
6612,80.0
6613,80.0
6614,80.0
6615,80.0
6616,80.0
6617,80.0
6618,80.0
6619,80.0
6620,80.0
6621,80.0
6622,80.0
6623,80.0
6624,80.0
6625,80.0
6626,80.0
6627,80.0
6628,80.0
6629,80.0
6630,80.0
6631,80.0
6632,80.0
6633,80.0
6634,80.0
6635,80.0
6636,80.0
6637,80.0
6638,80.0
6639,80.0
6640,80.0
6641,80.0
6642,80.0
6643,80.0
6644,80.0
6645,80.0
6646,80.0
6647,80.0
6648,80.0
6649,80.0
6650,80.0
6651,80.0
6652,80.0
6653,80.0
6654,80.0
6655,80.0
6656,80.0
6657,80.0
6658,80.0
6659,80.0
6660,80.0
6661,80.0
6662,80.0
6663,80.0
6664,80.0
6665,80.0
6666,80.0
6667,80.0
6668,80.0
6669,80.0
6670,80.0
6671,80.0
6672,80.0
6673,80.0
6674,80.0
6675,80.0
6676,80.0
6677,80.0
6678,80.0
6679,80.0
6680,80.0
6681,80.0
6682,80.0
6683,80.0
6684,80.0
6685,80.0
6686,80.0
6687,80.0
6688,80.0
6689,80.0
6690,80.0
6691,80.0
6692,80.0
6693,80.0
6694,80.0
6695,80.0
6696,80.0
6697,80.0
6698,80.0
6699,80.0
6700,80.0
6701,80.0
6702,81.0
6703,81.0
6704,81.0
6705,81.0
6706,81.0
6707,81.0
6708,81.0
6709,81.0
6710,81.0
6711,81.0
6712,81.0
6713,81.0
6714,81.0
6715,81.0
6716,81.0
6717,81.0
6718,81.0
6719,81.0
6720,81.0
6721,81.0
6722,81.0
6723,81.0
6724,81.0
6725,81.0
6726,81.0
6727,81.0
6728,81.0
6729,81.0
6730,81.0
6731,81.0
6732,81.0
6733,81.0
6734,81.0
6735,81.0
6736,81.0
6737,81.0
6738,81.0
6739,81.0
6740,81.0
6741,81.0
6742,81.0
6743,81.0
6744,81.0
6745,81.0
6746,81.0
6747,81.0
6748,81.0
6749,81.0
6750,81.0
6751,81.0
6752,81.0
6753,81.0
6754,81.0
6755,81.0
6756,81.0
6757,81.0
6758,81.0
6759,81.0
6760,81.0
6761,81.0
6762,81.0
6763,81.0
6764,81.0
6765,81.0
6766,81.0
6767,81.0
6768,81.0
6769,81.0
6770,81.0
6771,81.0
6772,81.0
6773,81.0
6774,81.0
6775,81.0
6776,81.0
6777,81.0
6778,81.0
6779,81.0
6780,81.0
6781,81.0
6782,81.0
6783,81.0
6784,81.0
6785,81.0
6786,81.0
6787,81.0
6788,81.0
6789,81.0
6790,81.0
6791,81.0
6792,81.0
6793,81.0
6794,81.0
6795,81.0
6796,81.0
6797,81.0
6798,81.0
6799,81.0
6800,81.0
6801,81.0
6802,81.0
6803,81.0
6804,81.0
6805,81.0
6806,81.0
6807,81.0
6808,81.0
6809,81.0
6810,81.0
6811,81.0
6812,81.0
6813,81.0
6814,81.0
6815,81.0
6816,81.0
6817,82.0
6818,82.0
6819,82.0
6820,82.0
6821,82.0
6822,82.0
6823,82.0
6824,82.0
6825,82.0
6826,82.0
6827,82.0
6828,82.0
6829,82.0
6830,82.0
6831,82.0
6832,82.0
6833,82.0
6834,82.0
6835,82.0
6836,82.0
6837,82.0
6838,82.0
6839,82.0
6840,82.0
6841,82.0
6842,82.0
6843,82.0
6844,82.0
6845,82.0
6846,82.0
6847,82.0
6848,82.0
6849,82.0
6850,82.0
6851,82.0
6852,82.0
6853,82.0
6854,82.0
6855,82.0
6856,82.0
6857,82.0
6858,82.0
6859,82.0
6860,82.0
6861,82.0
6862,82.0
6863,82.0
6864,82.0
6865,82.0
6866,82.0
6867,82.0
6868,82.0
6869,82.0
6870,82.0
6871,82.0
6872,82.0
6873,82.0
6874,82.0
6875,82.0
6876,82.0
6877,82.0
6878,82.0
6879,82.0
6880,82.0
6881,82.0
6882,82.0
6883,82.0
6884,82.0
6885,82.0
6886,82.0
6887,82.0
6888,82.0
6889,82.0
6890,82.0
6891,82.0
6892,82.0
6893,82.0
6894,82.0
6895,82.0
6896,82.0
6897,82.0
6898,82.0
6899,82.0
6900,82.0
6901,82.0
6902,82.0
6903,82.0
6904,82.0
6905,82.0
6906,82.0
6907,82.0
6908,82.0
6909,82.0
6910,83.0
6911,83.0
6912,83.0
6913,83.0
6914,83.0
6915,83.0
6916,83.0
6917,83.0
6918,83.0
6919,83.0
6920,83.0
6921,83.0
6922,83.0
6923,83.0
6924,83.0
6925,83.0
6926,83.0
6927,83.0
6928,83.0
6929,83.0
6930,83.0
6931,83.0
6932,83.0
6933,83.0
6934,83.0
6935,83.0
6936,83.0
6937,83.0
6938,83.0
6939,83.0
6940,83.0
6941,83.0
6942,83.0
6943,83.0
6944,83.0
6945,83.0
6946,83.0
6947,83.0
6948,83.0
6949,83.0
6950,83.0
6951,83.0
6952,83.0
6953,83.0
6954,83.0
6955,83.0
6956,83.0
6957,83.0
6958,83.0
6959,83.0
6960,83.0
6961,83.0
6962,83.0
6963,83.0
6964,83.0
6965,83.0
6966,83.0
6967,83.0
6968,83.0
6969,83.0
6970,83.0
6971,83.0
6972,83.0
6973,83.0
6974,83.0
6975,83.0
6976,83.0
6977,83.0
6978,83.0
6979,83.0
6980,83.0
6981,83.0
6982,83.0
6983,83.0
6984,83.0
6985,83.0
6986,83.0
6987,83.0
6988,83.0
6989,83.0
6990,83.0
6991,83.0
6992,83.0
6993,83.0
6994,83.0
6995,83.0
6996,83.0
6997,83.0
6998,83.0
6999,83.0
7000,83.0
7001,83.0
7002,83.0
7003,83.0
7004,83.0
7005,83.0
7006,84.0
7007,84.0
7008,84.0
7009,84.0
7010,84.0
7011,84.0
7012,84.0
7013,84.0
7014,84.0
7015,84.0
7016,84.0
7017,84.0
7018,84.0
7019,84.0
7020,84.0
7021,84.0
7022,84.0
7023,84.0
7024,84.0
7025,84.0
7026,84.0
7027,84.0
7028,84.0
7029,84.0
7030,84.0
7031,84.0
7032,84.0
7033,84.0
7034,84.0
7035,84.0
7036,84.0
7037,84.0
7038,84.0
7039,84.0
7040,84.0
7041,84.0
7042,84.0
7043,84.0
7044,84.0
7045,84.0
7046,84.0
7047,84.0
7048,84.0
7049,84.0
7050,84.0
7051,84.0
7052,84.0
7053,84.0
7054,84.0
7055,84.0
7056,84.0
7057,84.0
7058,84.0
7059,84.0
7060,84.0
7061,84.0
7062,84.0
7063,84.0
7064,84.0
7065,84.0
7066,84.0
7067,84.0
7068,84.0
7069,84.0
7070,84.0
7071,84.0
7072,84.0
7073,84.0
7074,84.0
7075,84.0
7076,84.0
7077,84.0
7078,84.0
7079,84.0
7080,84.0
7081,84.0
7082,84.0
7083,84.0
7084,84.0
7085,84.0
7086,84.0
7087,84.0
7088,84.0
7089,84.0
7090,84.0
7091,84.0
7092,84.0
7093,84.0
7094,84.0
7095,84.0
7096,84.0
7097,84.0
7098,84.0
7099,84.0
7100,84.0
7101,84.0
7102,84.0
7103,84.0
7104,84.0
7105,84.0
7106,84.0
7107,84.0
7108,84.0
7109,84.0
7110,84.0
7111,84.0
7112,84.0
7113,84.0
7114,84.0
7115,84.0
7116,84.0
7117,84.0
7118,84.0
7119,84.0
7120,84.0
7121,84.0
7122,84.0
7123,84.0
7124,84.0
7125,84.0
7126,84.0
7127,84.0
7128,84.0
7129,85.0
7130,85.0
7131,85.0
7132,85.0
7133,85.0
7134,85.0
7135,85.0
7136,85.0
7137,85.0
7138,85.0
7139,85.0
7140,85.0
7141,85.0
7142,85.0
7143,85.0
7144,85.0
7145,85.0
7146,85.0
7147,85.0
7148,85.0
7149,85.0
7150,85.0
7151,85.0
7152,85.0
7153,85.0
7154,85.0
7155,85.0
7156,85.0
7157,85.0
7158,85.0
7159,85.0
7160,85.0
7161,85.0
7162,85.0
7163,85.0
7164,85.0
7165,85.0
7166,85.0
7167,85.0
7168,85.0
7169,85.0
7170,85.0
7171,85.0
7172,85.0
7173,85.0
7174,85.0
7175,85.0
7176,85.0
7177,85.0
7178,85.0
7179,85.0
7180,85.0
7181,85.0
7182,85.0
7183,85.0
7184,85.0
7185,85.0
7186,85.0
7187,85.0
7188,85.0
7189,85.0
7190,85.0
7191,85.0
7192,85.0
7193,85.0
7194,85.0
7195,85.0
7196,85.0
7197,85.0
7198,85.0
7199,85.0
7200,85.0
7201,85.0
7202,85.0
7203,85.0
7204,85.0
7205,85.0
7206,85.0
7207,85.0
7208,85.0
7209,85.0
7210,85.0
7211,85.0
7212,85.0
7213,85.0
7214,85.0
7215,85.0
7216,85.0
7217,85.0
7218,85.0
7219,85.0
7220,85.0
7221,85.0
7222,85.0
7223,85.0
7224,85.0
7225,85.0
7226,85.0
7227,85.0
7228,85.0
7229,85.0
7230,85.0
7231,85.0
7232,85.0
7233,85.0
7234,85.0
7235,85.0
7236,85.0
7237,85.0
7238,85.0
7239,85.0
7240,85.0
7241,85.0
7242,85.0
7243,85.0
7244,85.0
7245,85.0
7246,85.0
7247,85.0
7248,85.0
7249,85.0
7250,85.0
7251,85.0
7252,85.0
7253,85.0
7254,85.0
7255,85.0
7256,85.0
7257,85.0
7258,86.0
7259,86.0
7260,86.0
7261,86.0
7262,86.0
7263,86.0
7264,86.0
7265,86.0
7266,86.0
7267,86.0
7268,86.0
7269,86.0
7270,86.0
7271,86.0
7272,86.0
7273,86.0
7274,86.0
7275,86.0
7276,86.0
7277,86.0
7278,86.0
7279,86.0
7280,86.0
7281,86.0
7282,86.0
7283,86.0
7284,86.0
7285,86.0
7286,86.0
7287,86.0
7288,86.0
7289,86.0
7290,86.0
7291,86.0
7292,86.0
7293,86.0
7294,86.0
7295,86.0
7296,86.0
7297,86.0
7298,86.0
7299,86.0
7300,86.0
7301,86.0
7302,86.0
7303,86.0
7304,86.0
7305,86.0
7306,86.0
7307,86.0
7308,86.0
7309,86.0
7310,86.0
7311,86.0
7312,86.0
7313,86.0
7314,86.0
7315,86.0
7316,86.0
7317,86.0
7318,86.0
7319,86.0
7320,86.0
7321,86.0
7322,86.0
7323,86.0
7324,86.0
7325,86.0
7326,86.0
7327,86.0
7328,86.0
7329,86.0
7330,86.0
7331,86.0
7332,86.0
7333,86.0
7334,86.0
7335,86.0
7336,86.0
7337,86.0
7338,86.0
7339,86.0
7340,86.0
7341,86.0
7342,86.0
7343,86.0
7344,86.0
7345,86.0
7346,86.0
7347,86.0
7348,86.0
7349,86.0
7350,86.0
7351,86.0
7352,86.0
7353,86.0
7354,86.0
7355,86.0
7356,86.0
7357,86.0
7358,86.0
7359,86.0
7360,86.0
7361,86.0
7362,87.0
7363,87.0
7364,87.0
7365,87.0
7366,87.0
7367,87.0
7368,87.0
7369,87.0
7370,87.0
7371,87.0
7372,87.0
7373,87.0
7374,87.0
7375,87.0
7376,87.0
7377,87.0
7378,87.0
7379,87.0
7380,87.0
7381,87.0
7382,87.0
7383,87.0
7384,87.0
7385,87.0
7386,87.0
7387,87.0
7388,87.0
7389,87.0
7390,87.0
7391,87.0
7392,87.0
7393,87.0
7394,87.0
7395,87.0
7396,87.0
7397,87.0
7398,87.0
7399,87.0
7400,87.0
7401,87.0
7402,87.0
7403,87.0
7404,87.0
7405,87.0
7406,87.0
7407,87.0
7408,87.0
7409,87.0
7410,87.0
7411,87.0
7412,87.0
7413,87.0
7414,87.0
7415,87.0
7416,87.0
7417,87.0
7418,87.0
7419,87.0
7420,87.0
7421,87.0
7422,87.0
7423,87.0
7424,87.0
7425,87.0
7426,87.0
7427,87.0
7428,87.0
7429,87.0
7430,87.0
7431,87.0
7432,87.0
7433,88.0
7434,88.0
7435,88.0
7436,88.0
7437,88.0
7438,88.0
7439,88.0
7440,88.0
7441,88.0
7442,88.0
7443,88.0
7444,88.0
7445,88.0
7446,88.0
7447,88.0
7448,88.0
7449,88.0
7450,88.0
7451,88.0
7452,88.0
7453,88.0
7454,88.0
7455,88.0
7456,88.0
7457,88.0
7458,88.0
7459,88.0
7460,88.0
7461,88.0
7462,88.0
7463,88.0
7464,88.0
7465,88.0
7466,88.0
7467,88.0
7468,88.0
7469,88.0
7470,88.0
7471,88.0
7472,88.0
7473,88.0
7474,88.0
7475,88.0
7476,88.0
7477,88.0
7478,88.0
7479,88.0
7480,88.0
7481,88.0
7482,88.0
7483,88.0
7484,88.0
7485,88.0
7486,88.0
7487,88.0
7488,88.0
7489,88.0
7490,88.0
7491,88.0
7492,88.0
7493,88.0
7494,88.0
7495,88.0
7496,88.0
7497,88.0
7498,88.0
7499,88.0
7500,88.0
7501,88.0
7502,88.0
7503,88.0
7504,88.0
7505,88.0
7506,88.0
7507,88.0
7508,88.0
7509,88.0
7510,88.0
7511,88.0
7512,88.0
7513,88.0
7514,88.0
7515,88.0
7516,88.0
7517,88.0
7518,88.0
7519,88.0
7520,88.0
7521,88.0
7522,88.0
7523,88.0
7524,88.0
7525,88.0
7526,88.0
7527,88.0
7528,88.0
7529,88.0
7530,88.0
7531,88.0
7532,88.0
7533,88.0
7534,88.0
7535,88.0
7536,88.0
7537,88.0
7538,88.0
7539,88.0
7540,88.0
7541,88.0
7542,88.0
7543,88.0
7544,88.0
7545,88.0
7546,88.0
7547,88.0
7548,88.0
7549,88.0
7550,88.0
7551,88.0
7552,88.0
7553,88.0
7554,88.0
7555,88.0
7556,88.0
7557,88.0
7558,88.0
7559,89.0
7560,89.0
7561,89.0
7562,89.0
7563,89.0
7564,89.0
7565,89.0
7566,89.0
7567,89.0
7568,89.0
7569,89.0
7570,89.0
7571,89.0
7572,89.0
7573,89.0
7574,89.0
7575,89.0
7576,89.0
7577,89.0
7578,89.0
7579,89.0
7580,89.0
7581,89.0
7582,89.0
7583,89.0
7584,89.0
7585,89.0
7586,89.0
7587,89.0
7588,89.0
7589,89.0
7590,89.0
7591,89.0
7592,89.0
7593,89.0
7594,89.0
7595,89.0
7596,89.0
7597,89.0
7598,89.0
7599,89.0
7600,89.0
7601,89.0
7602,89.0
7603,89.0
7604,89.0
7605,89.0
7606,89.0
7607,89.0
7608,89.0
7609,89.0
7610,89.0
7611,89.0
7612,89.0
7613,89.0
7614,89.0
7615,89.0
7616,89.0
7617,89.0
7618,89.0
7619,89.0
7620,89.0
7621,89.0
7622,89.0
7623,89.0
7624,89.0
7625,89.0
7626,89.0
7627,89.0
7628,89.0
7629,89.0
7630,89.0
7631,89.0
7632,89.0
7633,89.0
7634,89.0
7635,89.0
7636,89.0
7637,89.0
7638,89.0
7639,89.0
7640,89.0
7641,89.0
7642,89.0
7643,89.0
7644,89.0
7645,89.0
7646,89.0
7647,89.0
7648,89.0
7649,89.0
7650,89.0
7651,89.0
7652,89.0
7653,89.0
7654,89.0
7655,89.0
7656,89.0
7657,89.0
7658,89.0
7659,89.0
7660,89.0
7661,89.0
7662,90.0
7663,90.0
7664,90.0
7665,90.0
7666,90.0
7667,90.0
7668,90.0
7669,90.0
7670,90.0
7671,90.0
7672,90.0
7673,90.0
7674,90.0
7675,90.0
7676,90.0
7677,90.0
7678,90.0
7679,90.0
7680,90.0
7681,90.0
7682,90.0
7683,90.0
7684,90.0
7685,90.0
7686,90.0
7687,90.0
7688,90.0
7689,90.0
7690,90.0
7691,90.0
7692,90.0
7693,90.0
7694,90.0
7695,90.0
7696,90.0
7697,90.0
7698,90.0
7699,90.0
7700,90.0
7701,90.0
7702,90.0
7703,90.0
7704,90.0
7705,90.0
7706,90.0
7707,90.0
7708,90.0
7709,90.0
7710,90.0
7711,90.0
7712,90.0
7713,90.0
7714,90.0
7715,90.0
7716,90.0
7717,90.0
7718,90.0
7719,90.0
7720,90.0
7721,90.0
7722,90.0
7723,90.0
7724,90.0
7725,90.0
7726,90.0
7727,90.0
7728,90.0
7729,90.0
7730,90.0
7731,90.0
7732,90.0
7733,90.0
7734,90.0
7735,90.0
7736,90.0
7737,90.0
7738,90.0
7739,90.0
7740,90.0
7741,90.0
7742,90.0
7743,90.0
7744,90.0
7745,90.0
7746,90.0
7747,90.0
7748,90.0
7749,90.0
7750,90.0
7751,90.0
7752,90.0
7753,90.0
7754,90.0
7755,90.0
7756,90.0
7757,90.0
7758,91.0
7759,91.0
7760,91.0
7761,91.0
7762,91.0
7763,91.0
7764,91.0
7765,91.0
7766,91.0
7767,91.0
7768,91.0
7769,91.0
7770,91.0
7771,91.0
7772,91.0
7773,91.0
7774,91.0
7775,91.0
7776,91.0
7777,91.0
7778,91.0
7779,91.0
7780,91.0
7781,91.0
7782,91.0
7783,91.0
7784,91.0
7785,91.0
7786,91.0
7787,91.0
7788,91.0
7789,91.0
7790,91.0
7791,91.0
7792,91.0
7793,91.0
7794,91.0
7795,91.0
7796,91.0
7797,91.0
7798,91.0
7799,91.0
7800,91.0
7801,91.0
7802,91.0
7803,91.0
7804,91.0
7805,91.0
7806,91.0
7807,91.0
7808,91.0
7809,91.0
7810,91.0
7811,91.0
7812,91.0
7813,91.0
7814,91.0
7815,91.0
7816,91.0
7817,91.0
7818,91.0
7819,91.0
7820,91.0
7821,91.0
7822,91.0
7823,91.0
7824,91.0
7825,91.0
7826,91.0
7827,91.0
7828,91.0
7829,91.0
7830,91.0
7831,91.0
7832,91.0
7833,91.0
7834,91.0
7835,91.0
7836,91.0
7837,91.0
7838,91.0
7839,91.0
7840,91.0
7841,91.0
7842,91.0
7843,91.0
7844,91.0
7845,91.0
7846,91.0
7847,91.0
7848,91.0
7849,91.0
7850,91.0
7851,91.0
7852,91.0
7853,91.0
7854,91.0
7855,91.0
7856,91.0
7857,91.0
7858,91.0
7859,91.0
7860,92.0
7861,92.0
7862,92.0
7863,92.0
7864,92.0
7865,92.0
7866,92.0
7867,92.0
7868,92.0
7869,92.0
7870,92.0
7871,92.0
7872,92.0
7873,92.0
7874,92.0
7875,92.0
7876,92.0
7877,92.0
7878,92.0
7879,92.0
7880,92.0
7881,92.0
7882,92.0
7883,92.0
7884,92.0
7885,92.0
7886,92.0
7887,92.0
7888,92.0
7889,92.0
7890,92.0
7891,92.0
7892,92.0
7893,92.0
7894,92.0
7895,92.0
7896,92.0
7897,92.0
7898,92.0
7899,92.0
7900,92.0
7901,92.0
7902,92.0
7903,92.0
7904,93.0
7905,93.0
7906,93.0
7907,93.0
7908,93.0
7909,93.0
7910,93.0
7911,93.0
7912,93.0
7913,93.0
7914,93.0
7915,93.0
7916,93.0
7917,93.0
7918,93.0
7919,93.0
7920,93.0
7921,93.0
7922,93.0
7923,93.0
7924,93.0
7925,93.0
7926,93.0
7927,93.0
7928,93.0
7929,93.0
7930,93.0
7931,93.0
7932,93.0
7933,93.0
7934,93.0
7935,93.0
7936,93.0
7937,93.0
7938,93.0
7939,93.0
7940,93.0
7941,93.0
7942,93.0
7943,93.0
7944,93.0
7945,93.0
7946,93.0
7947,93.0
7948,93.0
7949,93.0
7950,93.0
7951,93.0
7952,93.0
7953,93.0
7954,93.0
7955,93.0
7956,93.0
7957,93.0
7958,93.0
7959,93.0
7960,93.0
7961,93.0
7962,93.0
7963,93.0
7964,93.0
7965,93.0
7966,93.0
7967,93.0
7968,93.0
7969,93.0
7970,93.0
7971,93.0
7972,93.0
7973,93.0
7974,93.0
7975,93.0
7976,93.0
7977,93.0
7978,93.0
7979,93.0
7980,93.0
7981,93.0
7982,93.0
7983,93.0
7984,93.0
7985,93.0
7986,93.0
7987,93.0
7988,93.0
7989,93.0
7990,93.0
7991,93.0
7992,93.0
7993,93.0
7994,93.0
7995,93.0
7996,93.0
7997,93.0
7998,93.0
7999,93.0
8000,93.0
8001,93.0
8002,93.0
8003,93.0
8004,93.0
8005,93.0
8006,93.0
8007,93.0
8008,93.0
8009,93.0
8010,93.0
8011,93.0
8012,93.0
8013,93.0
8014,93.0
8015,93.0
8016,93.0
8017,93.0
8018,93.0
8019,93.0
8020,93.0
8021,93.0
8022,93.0
8023,93.0
8024,93.0
8025,93.0
8026,93.0
8027,93.0
8028,93.0
8029,93.0
8030,93.0
8031,93.0
8032,93.0
8033,93.0
8034,93.0
8035,93.0
8036,93.0
8037,93.0
8038,93.0
8039,93.0
8040,93.0
8041,93.0
8042,94.0
8043,94.0
8044,94.0
8045,94.0
8046,94.0
8047,94.0
8048,94.0
8049,94.0
8050,94.0
8051,94.0
8052,94.0
8053,94.0
8054,94.0
8055,94.0
8056,94.0
8057,94.0
8058,94.0
8059,94.0
8060,94.0
8061,94.0
8062,94.0
8063,94.0
8064,94.0
8065,94.0
8066,94.0
8067,94.0
8068,94.0
8069,94.0
8070,94.0
8071,94.0
8072,94.0
8073,94.0
8074,94.0
8075,94.0
8076,94.0
8077,94.0
8078,94.0
8079,94.0
8080,94.0
8081,94.0
8082,94.0
8083,94.0
8084,94.0
8085,94.0
8086,94.0
8087,94.0
8088,94.0
8089,94.0
8090,94.0
8091,94.0
8092,94.0
8093,94.0
8094,94.0
8095,94.0
8096,94.0
8097,94.0
8098,94.0
8099,94.0
8100,94.0
8101,94.0
8102,94.0
8103,94.0
8104,94.0
8105,94.0
8106,94.0
8107,94.0
8108,94.0
8109,94.0
8110,94.0
8111,94.0
8112,94.0
8113,94.0
8114,94.0
8115,94.0
8116,94.0
8117,94.0
8118,94.0
8119,94.0
8120,94.0
8121,94.0
8122,94.0
8123,94.0
8124,94.0
8125,94.0
8126,94.0
8127,94.0
8128,94.0
8129,94.0
8130,94.0
8131,94.0
8132,94.0
8133,94.0
8134,94.0
8135,94.0
8136,94.0
8137,94.0
8138,94.0
8139,94.0
8140,94.0
8141,94.0
8142,94.0
8143,94.0
8144,94.0
8145,94.0
8146,94.0
8147,94.0
8148,94.0
8149,94.0
8150,94.0
8151,94.0
8152,94.0
8153,94.0
8154,94.0
8155,94.0
8156,94.0
8157,94.0
8158,94.0
8159,94.0
8160,95.0
8161,95.0
8162,95.0
8163,95.0
8164,95.0
8165,95.0
8166,95.0
8167,95.0
8168,95.0
8169,95.0
8170,95.0
8171,95.0
8172,95.0
8173,95.0
8174,95.0
8175,95.0
8176,95.0
8177,95.0
8178,95.0
8179,95.0
8180,95.0
8181,95.0
8182,95.0
8183,95.0
8184,95.0
8185,95.0
8186,95.0
8187,95.0
8188,95.0
8189,95.0
8190,95.0
8191,95.0
8192,95.0
8193,95.0
8194,95.0
8195,95.0
8196,95.0
8197,95.0
8198,95.0
8199,95.0
8200,95.0
8201,95.0
8202,95.0
8203,95.0
8204,95.0
8205,95.0
8206,95.0
8207,95.0
8208,95.0
8209,95.0
8210,95.0
8211,95.0
8212,95.0
8213,95.0
8214,95.0
8215,95.0
8216,95.0
8217,95.0
8218,95.0
8219,95.0
8220,95.0
8221,95.0
8222,95.0
8223,95.0
8224,95.0
8225,95.0
8226,95.0
8227,95.0
8228,95.0
8229,95.0
8230,95.0
8231,95.0
8232,95.0
8233,95.0
8234,95.0
8235,95.0
8236,95.0
8237,95.0
8238,96.0
8239,96.0
8240,96.0
8241,96.0
8242,96.0
8243,96.0
8244,96.0
8245,96.0
8246,96.0
8247,96.0
8248,96.0
8249,96.0
8250,96.0
8251,96.0
8252,96.0
8253,96.0
8254,96.0
8255,96.0
8256,96.0
8257,96.0
8258,96.0
8259,96.0
8260,96.0
8261,96.0
8262,96.0
8263,96.0
8264,96.0
8265,96.0
8266,96.0
8267,96.0
8268,96.0
8269,96.0
8270,96.0
8271,96.0
8272,96.0
8273,96.0
8274,96.0
8275,96.0
8276,96.0
8277,96.0
8278,96.0
8279,96.0
8280,96.0
8281,96.0
8282,96.0
